18.695694,50.276204,Warsztaty Lakiernicze@0,Gliwice
17.331967,50.452087,Warsztaty Lakiernicze@30,Nysa
19.032869,49.939013,Warsztaty Lakiernicze@30,Kaniów
16.927721,51.156590,Warsztaty Lakiernicze@30,Wrocław
20.950343,52.154771,Warsztaty Lakiernicze@30,Raszyn
19.438570,50.150880,Warsztaty Lakiernicze@0,Trzebinia
22.935120,54.116820,Warsztaty Lakiernicze@0,Suwałki
19.531050,53.978770,Warsztaty Lakiernicze@0,Rychliki
19.482060,50.155140,Warsztaty Lakiernicze@0,Młoszowa
18.595910,54.354310,Warsztaty Lakiernicze@0,Gdańsk
20.939490,50.112470,Warsztaty Lakiernicze@0,Łęg Tarnowski
20.611612,52.109432,Warsztaty Lakiernicze@0,Grodzisk Mazowiecki
21.992280,49.980900,Warsztaty Lakiernicze@0,Rzeszów
20.005100,50.063060,Warsztaty Lakiernicze@0,Kraków
19.961800,50.097680,Warsztaty Lakiernicze@0,Kraków
18.648500,54.336460,Warsztaty Lakiernicze@0,Gdańsk
18.550510,54.479830,Warsztaty Lakiernicze@0,Gdynia
18.062410,53.181250,Warsztaty Lakiernicze@0,Osielsko
18.056910,53.176190,Warsztaty Lakiernicze@0,Osielsko
19.881729,50.064628,Warsztaty Lakiernicze@0,Kraków
16.828130,52.432170,Warsztaty Lakiernicze@0,Poznań
14.691060,53.377840,Warsztaty Lakiernicze@0,Szczecin
18.676944,54.351354,Warsztaty Lakiernicze@0,Gdańsk
18.632441,54.402767,Warsztaty Lakiernicze@0,Gdańsk
20.200638,50.057824,Warsztaty Lakiernicze@60,Kraków
18.449279,54.417826,Warsztaty Lakiernicze@0,Gdańsk
18.628747,54.310151,Warsztaty Lakiernicze@0,Gdańsk
18.974780,50.252650,Warsztaty Lakiernicze@0,Katowice
18.546839,54.553448,Warsztaty Lakiernicze@0,Gdynia
16.924934,51.139740,Warsztaty Lakiernicze@60,Wrocław
16.968855,51.129622,Warsztaty Lakiernicze@60,Wrocław
18.511018,54.550074,Warsztaty Lakiernicze@0,Gdynia
19.407648,51.392493,Warsztaty Lakiernicze@60,Kanada
18.568717,54.418374,Warsztaty Lakiernicze@0,Gdańsk
15.937685,51.133502,Warsztaty Lakiernicze@0,Złotoryja
16.177920,51.215720,Warsztaty Lakiernicze@0,Legnica
14.570579,53.541081,Warsztaty Lakiernicze@0,Police
16.227148,54.191389,Warsztaty Lakiernicze@0,Koszalin
20.834836,52.173576,Warsztaty Lakiernicze@60,Pruszków
21.061484,52.189478,Warsztaty Lakiernicze@60,Warszawa
23.200863,53.162384,Warsztaty Lakiernicze@0,Białystok
23.173803,53.115986,Warsztaty Lakiernicze@0,Białystok
23.170466,53.114677,Warsztaty Lakiernicze@0,Białystok
20.358283,52.635793,Warsztaty Lakiernicze@0,Płońsk
21.094273,52.240415,Warsztaty Lakiernicze@60,Warszawa
23.183510,53.146230,Warsztaty Lakiernicze@60,Białystok
21.132723,52.246857,Warsztaty Lakiernicze@60,Warszawa
21.135026,52.243832,Warsztaty Lakiernicze@60,Warszawa
19.833768,50.063499,Warsztaty Lakiernicze@60,Kraków
19.145679,49.478984,Warsztaty Lakiernicze@0,Ujsoły
16.533667,50.565710,Warsztaty Lakiernicze@0,Nowa Ruda
16.751504,53.164322,Warsztaty Lakiernicze@0,Piła
16.211204,54.196282,Warsztaty Lakiernicze@0,Koszalin
20.112391,54.112820,Warsztaty Lakiernicze@0,Orneta
20.803667,54.259069,Warsztaty Lakiernicze@0,Bartoszyce
15.749567,53.760553,Warsztaty Lakiernicze@0,Świdwin
